codal;na;mg;P;k;Ca;Mn;Fe;Cu;Zn;Se;Iode;glucides;glus;energie;fibres;eau;lipides;ags;agp;LAom6;ALAom3;om3epa;om3dha;ret;bcar;vitd;vite;vitc;vitb1;vitb2;vitb5;vitb6;vitb12;vitb9;alcool;chol;Phytates;epadha;vita;vitb3_en;MFP;eq_thenoir;fer_nonhem;fer_hem;mg_dis;energie_d;qte_d;glus_slac;proteines_d;proteines_N_d
25535;851.00;20.90;100.00;280.00;26.60;0.3000;1.250;0.0910;1.3100;6.680;57.50;31.00;2.920;282.00;1.8100;40.200;11.400;5.2000;0.7500;0.6100;0.1200;0.00300;0.00360;9.66;258.00;0.084;0.820;0.640;0.1200;0.1100;0.3400;0.1500;0.5100;15.30;0.0000;28.50;24;0.00660;31.16;4.2651;42.00;0.00000;1.036;0.21420;0.00;282.00;100;2.0836;12.8665;12.8665
25536;1070.00;17.50;133.00;160.00;25.30;0.3600;1.410;0.1000;1.3900;6.850;5.07;33.20;2.010;379.00;1.8200;28.000;21.400;9.6500;2.0400;1.4400;0.2900;0.00710;0.00860;45.90;20.00;0.340;0.310;0.000;0.1500;0.1000;0.4700;0.1400;0.5400;14.50;0.0000;43.80;24;0.01570;47.57;4.0502;30.00;0.00000;1.237;0.17258;0.00;379.00;100;1.1774;12.1785;12.1785
25537;135.00;24.70;173.00;279.00;14.90;0.0600;0.640;0.0800;0.5500;19.500;37.90;0.22;0.000;217.00;0.2600;64.300;15.800;2.7500;3.1100;1.5100;0.4600;0.40000;0.57000;13.60;0.00;4.230;3.250;4.210;0.2500;0.0800;1.4600;0.5500;4.3300;16.30;0.0000;51.90;0;0.97000;13.60;9.8415;100.00;0.00000;0.410;0.22976;0.00;217.00;100;0.0000;18.3000;18.3000
25538;437.00;22.60;187.00;242.00;112.00;0.0640;1.840;0.1000;2.7900;5.840;10.30;2.43;0.500;278.00;0.3600;57.000;23.000;7.3800;4.0000;2.8300;0.2100;0.01600;0.02100;23.60;98.30;0.380;3.180;5.870;0.0880;0.1700;0.2800;0.2700;2.0400;12.00;0.0000;55.60;0;0.03700;31.79;5.0830;100.00;0.00000;0.699;1.14080;0.00;278.00;100;0.5000;15.2000;15.2000
25539;223.00;28.40;190.00;320.00;26.50;0.0490;0.720;0.0260;0.2500;11.700;64.00;0.94;0.860;128.00;0.2900;73.800;5.710;0.9800;1.0000;0.3900;0.0260;0.11000;0.23000;18.40;59.80;1.410;1.020;6.330;0.0740;0.0670;0.2900;0.2600;2.0300;12.00;0.0000;43.50;0;0.34000;23.38;6.3311;78.00;0.00000;0.518;0.20161;0.00;128.00;100;0.7603;17.9903;17.9903
25540;384.00;36.80;153.00;169.00;81.20;0.0850;1.850;0.0100;0.5100;4.920;21.10;1.58;1.360;106.00;0.3200;75.000;3.410;0.4100;0.4700;0.2300;0.0150;0.05000;0.08400;7.22;71.50;0.210;1.960;8.330;0.0340;0.0380;0.2500;0.1100;1.1400;10.10;0.0000;120.00;0;0.13400;13.18;4.8681;72.30;0.00000;1.370;0.48018;0.00;106.00;100;1.3600;16.9866;16.9866
25541;161.00;19.50;109.00;240.00;15.80;0.0420;1.340;0.0610;0.8700;1.370;2.34;3.76;3.150;142.00;1.2900;72.800;7.930;2.7700;0.5700;0.5200;0.0390;0.00300;0.00390;0.00;135.00;0.000;0.500;11.700;0.0790;0.1500;0.4300;0.1800;0.9300;8.61;0.0000;39.60;0;0.00690;11.25;5.9419;51.20;0.00000;0.915;0.42537;0.00;142.00;100;3.1500;13.1671;13.1671
25542;515.00;19.50;189.00;154.00;200.00;0.2000;1.270;0.0690;1.1000;10.900;19.60;16.90;1.370;264.00;1.1300;50.700;15.500;7.4200;1.5000;1.0500;0.2100;0.00510;0.00620;141.00;69.80;0.600;0.780;0.014;0.1700;0.2200;0.4800;0.0350;0.5500;17.40;0.0000;172.00;24;0.01130;146.82;3.9514;19.00;0.00000;1.172;0.09845;0.00;264.00;100;0.5250;13.5974;13.5974
25543;680.00;26.60;162.00;167.00;51.80;0.4300;0.900;0.1190;1.1900;6.500;9.40;33.80;1.300;287.00;1.7000;39.500;11.800;5.9000;1.7900;1.1390;0.2245;0.02225;0.01813;199.00;41.00;0.260;1.070;2.500;0.2400;0.1300;0.5000;0.1500;0.1900;18.20;0.0000;38.50;24;0.04038;202.42;4.5378;16.50;0.00000;0.827;0.07299;0.00;287.00;100;1.0241;11.2312;11.2312
25544;463.00;20.70;119.00;172.00;33.60;0.3000;1.020;0.0960;1.3000;6.640;10.00;25.10;3.420;267.00;3.8300;45.000;12.400;4.9600;2.0900;1.7600;0.2000;0.00410;0.00500;38.40;62.00;0.210;0.600;1.850;0.1300;0.1200;0.3900;0.1300;0.5300;19.70;0.0000;37.60;24;0.00910;43.57;4.2136;23.83;0.00000;0.929;0.09079;0.00;267.00;100;2.4567;11.5214;11.5214
25545;720.00;19.00;340.00;126.00;334.00;0.1400;0.500;0.0500;2.0000;6.000;6.00;17.90;0.600;291.00;0.5000;46.100;18.400;11.5000;0.5700;0.3885;0.0576;0.00506;0.00506;116.00;39.00;0.200;1.250;1.700;0.0750;0.1570;0.2500;0.0840;0.5600;10.00;0.0000;34.00;100;0.01013;119.25;3.6752;0.00;0.00000;0.500;0.00000;0.00;291.00;100;0.0000;13.5000;13.2249
25546;929.00;25.80;202.00;246.00;84.90;0.1700;0.800;0.0500;1.4000;7.000;13.00;15.30;1.500;263.00;0.5000;52.800;14.600;7.1500;2.3800;2.2700;0.0510;0.01300;0.01300;26.00;21.00;0.250;4.100;0.500;0.0870;0.1200;0.5500;0.2500;0.6100;10.00;0.0000;31.90;100;0.02600;27.75;9.1165;23.00;0.00000;0.725;0.07507;0.00;263.00;100;0.6000;17.1529;17.1529
25548;524.00;20.10;174.00;212.00;155.00;0.2500;0.700;0.1000;1.1600;6.500;11.20;25.70;3.160;205.00;2.3000;54.100;6.660;2.9100;1.0900;0.6400;0.0690;0.00250;0.00500;27.50;149.00;0.250;1.180;4.840;0.1900;0.1400;0.5700;0.1700;0.3800;31.00;0.0000;15.60;70;0.00750;39.92;4.0965;17.00;0.00000;0.651;0.04855;0.00;205.00;100;3.1600;9.3578;9.3578
25549;375.00;18.60;162.00;118.00;148.00;0.2300;0.480;0.0600;0.8200;9.000;10.00;19.70;3.960;167.00;0.9800;65.500;6.450;2.6200;1.1700;0.6200;0.0780;0.00240;0.00330;33.90;149.00;0.470;0.930;0.370;0.1000;0.2000;0.3700;0.0800;0.5000;29.30;0.0000;37.30;70;0.00570;46.32;2.7895;0.00;0.00000;0.480;0.00000;0.00;167.00;100;3.4320;6.8652;6.8652
25550;537.00;19.40;102.00;230.00;52.00;0.2000;0.600;0.0500;0.8000;2.500;7.00;28.10;3.510;242.00;1.8300;49.800;10.500;4.1200;2.4400;2.2400;0.1100;0.00390;0.00530;26.00;8.00;0.250;1.400;0.800;0.1900;0.1000;0.4300;0.2100;0.4400;20.00;0.0000;16.50;70;0.00920;26.67;3.3970;28.20;0.00000;0.509;0.09066;0.00;242.00;100;2.9756;7.7481;7.7481
25551;285.00;25.40;180.00;272.00;36.60;0.0820;1.230;0.0730;1.6100;13.900;34.30;9.79;0.910;237.00;0.4100;55.900;13.500;2.8800;2.9600;2.1000;0.0710;0.03700;0.12000;22.30;2.48;0.290;2.910;0.270;0.1000;0.1800;0.6200;0.2400;1.1300;15.80;0.0000;85.20;33;0.15700;22.51;6.9144;64.20;0.00000;0.907;0.32350;0.00;237.00;100;0.9100;18.6376;18.6376
25552;260.00;12.30;86.00;86.60;35.30;0.2300;0.600;0.0600;0.8200;9.000;10.00;14.70;2.230;144.00;1.1100;71.400;6.300;1.9100;1.1800;0.6000;0.0760;0.00230;0.00320;17.60;149.00;0.480;0.940;1.230;0.1500;0.1700;0.3700;0.1000;0.2600;30.50;0.0000;31.20;70;0.00550;30.02;2.6309;7.00;0.00000;0.583;0.01714;0.00;144.00;100;1.7369;6.4806;6.4806
25553;381.00;14.00;110.00;130.00;95.00;0.2400;0.600;0.0600;0.6600;10.000;10.00;21.60;2.340;243.00;2.4800;54.500;14.300;7.7200;1.3700;1.2300;0.1200;0.00500;0.00500;58.20;216.00;0.280;1.280;0.250;0.0740;0.1100;0.3600;0.0600;0.4500;87.10;0.0000;51.10;70;0.01000;76.20;1.2735;0.00;0.00000;0.600;0.00000;0.00;243.00;100;0.4634;5.6266;5.6266
25554;320.00;14.50;80.80;140.00;62.50;0.1300;0.630;0.0580;0.6160;2.000;12.00;21.10;3.230;218.00;1.2000;57.900;12.400;4.9300;1.5900;1.0871;0.1410;0.00666;0.01420;37.50;100.00;0.950;1.540;4.250;0.0500;0.1000;0.1400;0.1000;0.2200;14.70;0.0000;32.00;70;0.02086;45.83;1.5733;0.00;0.00000;0.630;0.00000;0.00;218.00;100;1.4194;5.2212;5.2212
25555;333.00;17.70;111.00;162.00;59.20;0.2000;0.630;0.0500;0.4200;10.300;12.40;21.00;1.630;215.00;1.4000;55.300;10.500;6.3000;1.0400;0.7500;0.1300;0.05800;0.09100;49.90;149.00;2.590;1.470;1.830;0.0700;0.1400;0.3700;0.1700;0.7300;20.10;0.0000;20.90;33;0.14900;62.32;2.9983;17.00;0.00000;0.592;0.03845;0.00;215.00;100;1.2538;8.3885;8.3885
25556;258.00;17.70;68.10;209.00;52.40;0.1800;0.720;0.0780;0.4000;2.550;6.62;14.20;2.750;156.00;1.9400;69.900;8.980;1.1800;2.4400;0.5700;0.1200;0.00180;0.00800;20.10;197.00;0.160;2.860;13.200;0.0580;0.1400;0.3900;0.1200;0.1400;43.00;0.0000;34.00;100;0.00980;36.52;1.2294;0.00;0.00000;0.720;0.00000;0.00;156.00;100;2.7500;3.6281;3.6281
25600;395.00;11.90;35.00;310.00;28.70;0.1100;0.300;0.0720;0.2200;5.000;2.00;4.19;2.380;142.00;2.8700;78.500;12.800;1.0800;3.6700;1.6900;1.0300;0.00830;0.00500;1.00;4.00;0.250;3.400;25.200;0.0200;0.0200;0.2800;0.1900;0.0400;28.00;0.0000;0.10;80;0.01330;1.33;0.6148;0.00;0.00000;0.300;0.00000;0.00;142.00;100;1.9697;1.0700;1.0700
25601;445.00;25.10;88.40;232.00;20.70;0.1000;1.100;0.1000;0.6000;5.300;2.00;7.74;3.080;116.00;2.7000;76.500;4.820;0.5600;1.7600;1.1500;0.0560;0.00800;0.03900;1.00;314.00;0.250;1.600;2.750;0.0200;0.0530;0.0800;0.2900;1.4500;31.00;0.0000;19.20;30;0.04700;27.17;6.2088;28.00;0.00000;0.989;0.11057;0.00;116.00;100;3.0800;9.0709;9.0709
25602;381.00;20.00;92.00;220.00;22.00;0.1000;0.700;0.0700;0.3800;30.000;10.00;6.40;1.900;110.00;2.0000;76.700;5.300;0.1600;1.5400;1.0800;0.2800;0.01600;0.15000;10.50;781.00;0.230;2.040;8.810;0.0320;0.0220;0.2000;0.1200;1.2300;11.10;0.0000;15.20;30;0.16600;75.58;5.7552;35.60;0.00000;0.621;0.07878;0.00;110.00;100;1.9000;7.9952;7.9952
25604;23.60;10.00;23.50;193.00;20.00;0.2000;0.400;0.0500;0.1700;3.230;2.50;1.50;0.830;13.30;1.3000;96.100;0.100;0.0280;0.0370;0.0210;0.0160;0.00000;0.00000;0.00;2000.00;0.250;0.170;1.950;0.0410;0.0200;0.0800;0.0520;0.0000;55.30;0.0000;0.25;30;0.00000;166.67;0.3224;0.00;0.00000;0.400;0.00000;0.00;13.30;100;0.8300;0.9595;0.9595
25605;500.00;13.80;52.20;292.00;22.60;0.1300;0.580;0.1700;0.3900;1.790;2.46;3.95;2.380;66.40;2.3500;84.600;3.550;0.2300;1.4300;0.6500;0.0260;0.00230;0.00290;0.00;747.00;0.000;1.470;10.300;0.0620;0.2000;0.7600;0.1100;0.0180;27.30;0.0000;0.11;80;0.00520;62.25;2.3791;0.00;0.00000;0.580;0.00000;0.00;66.40;100;2.0416;1.9760;1.9760
25606;529.00;15.00;52.00;254.00;19.00;0.1000;0.650;0.1200;0.3100;5.300;2.81;9.90;2.330;127.00;1.3000;76.000;8.200;1.4300;3.7400;1.5000;0.4100;0.00530;0.00670;29.00;36.00;0.000;1.650;10.000;0.0770;0.0600;0.5300;0.1400;0.0000;7.00;0.0000;68.00;60;0.01200;32.00;1.4375;6.00;0.00000;0.635;0.01464;0.00;127.00;100;2.1164;2.6183;2.6183
25608;355.00;27.10;66.50;207.00;19.90;0.3000;0.720;0.1200;0.4600;5.000;2.00;22.20;3.820;161.00;2.2700;66.400;5.650;0.6000;1.2700;1.0300;0.2300;0.00130;0.00130;0.00;314.00;0.000;1.680;14.500;0.0900;0.0400;0.2400;0.0900;0.0000;17.00;0.0000;0.10;100;0.00260;26.17;1.7205;0.00;0.00000;0.720;0.00000;0.00;161.00;100;3.3743;4.0755;4.0755
25614;431.00;13.10;66.60;143.00;23.30;0.1000;0.430;0.0500;0.3000;17.700;2.50;16.10;1.000;127.00;1.7000;72.500;4.350;0.5300;1.2600;1.0500;0.2000;0.00000;0.01300;1.00;34.00;0.250;1.630;4.480;0.0580;0.0450;0.1400;0.1300;0.4300;33.50;0.0000;6.50;150;0.01300;3.83;3.7377;15.00;0.00000;0.407;0.02316;0.00;127.00;100;1.0000;5.0622;5.0622
25615;51.00;11.00;37.00;84.00;14.00;0.2000;0.600;0.0600;0.4000;5.300;4.00;12.90;2.300;151.00;1.7000;75.400;8.100;2.3700;3.9200;1.4800;0.4000;0.00520;0.00660;7.00;1180.00;0.000;1.950;21.000;0.0400;0.0200;0.0000;0.0900;0.0000;16.00;0.0000;6.00;100;0.01180;105.33;1.6086;0.00;0.00000;0.600;0.00000;0.00;151.00;100;2.3000;5.4150;5.4150
25616;29.90;12.90;28.10;252.00;21.10;0.1400;0.523;0.0580;0.1900;0.240;1.00;3.10;2.600;25.70;1.9000;91.900;0.950;0.1320;0.1780;0.1124;0.0292;0.00043;0.00240;0.00;1816.00;0.000;0.610;16.300;0.0450;0.0390;0.2700;0.1000;0.0000;32.30;0.0000;0.00;80;0.00283;151.33;0.8882;0.00;0.00000;0.523;0.00000;0.00;25.70;100;2.5757;1.1400;1.1400
25617;77.20;12.50;26.90;242.00;20.80;0.1300;0.510;0.0560;0.1900;0.310;1.00;3.10;2.610;37.40;1.8000;89.700;2.200;0.2800;1.0200;0.6439;0.1671;0.00247;0.01377;0.00;1725.00;0.000;0.750;15.500;0.0430;0.0370;0.2600;0.0900;0.0000;30.70;0.0000;0.02;80;0.01624;143.75;0.8582;0.00;0.00000;0.510;0.00000;0.00;37.40;100;0.4987;1.1400;1.1400
25619;378.00;20.00;66.20;177.00;18.50;0.1500;0.690;0.0910;0.5200;5.300;3.13;14.00;2.160;170.00;1.9800;76.100;9.940;1.7400;1.9100;1.4900;0.4000;0.00230;0.00980;16.00;494.00;0.230;0.550;5.560;0.0690;0.0530;0.2400;0.1300;0.2300;14.50;0.0000;11.00;100;0.01210;57.17;2.9444;20.00;0.00000;0.640;0.04954;0.00;170.00;100;2.1600;5.1270;5.1270
25620;543.00;26.70;27.00;440.00;18.00;0.2000;0.600;0.2000;0.4000;2.500;20.00;5.85;2.650;192.00;5.6500;72.100;16.500;3.9500;1.4900;1.3400;0.1200;0.00150;0.00330;1.00;100.00;0.250;2.400;359.000;0.0940;0.0890;0.8800;0.3600;0.0000;60.30;0.0000;3.60;40;0.00480;9.33;1.9472;0.00;0.00000;0.600;0.00000;0.00;192.00;100;2.2083;2.0710;2.0710
25621;472.00;9.99;27.00;90.00;24.70;0.1000;0.560;0.0500;0.1800;2.500;10.00;7.10;1.380;288.00;5.9800;51.800;23.900;2.4800;7.6200;6.1400;1.4800;0.00000;0.00000;0.00;35.00;0.250;1.880;0.500;0.0260;0.0650;0.2000;0.0520;0.0000;11.00;0.0000;0.00;40;0.00000;2.92;1.9927;0.00;0.00000;0.560;0.00000;0.00;288.00;100;0.3578;7.8321;7.8321
25900;143.00;19.00;74.00;144.00;25.00;0.2400;1.070;0.1700;0.6100;16.100;4.00;6.60;0.700;47.10;1.8000;85.800;0.660;0.2600;0.0750;0.0570;0.0081;0.00250;0.00250;0.00;430.00;0.000;0.000;1.700;0.0700;0.0450;0.1400;0.0900;0.1200;20.00;0.0000;3.00;30;0.00500;35.83;0.9120;0.00;0.00000;1.070;0.00000;0.00;47.10;100;0.7000;2.6410;2.6410
25902;96.00;9.30;14.00;193.00;21.00;0.0740;0.450;0.0470;0.1800;1.800;1.00;4.90;2.700;27.30;0.2000;92.600;0.470;0.0690;0.1780;0.1131;0.0229;0.00751;0.00782;0.00;750.00;0.000;0.200;1.300;0.0200;0.0200;0.1400;0.0200;0.0000;6.40;0.0000;0.00;30;0.01533;62.50;0.5739;0.00;0.00000;0.450;0.00000;0.00;27.30;100;2.7000;0.8170;0.8170
25903;278.00;5.30;19.00;110.00;14.00;0.0400;0.140;0.0200;0.1100;10.000;10.00;4.80;1.740;36.80;1.2000;90.200;1.320;0.5500;0.1300;0.1200;0.0075;0.00500;0.00500;10.50;1710.00;0.000;0.620;9.050;0.2900;0.0880;0.4100;0.2400;0.0520;32.90;0.0000;3.70;30;0.01000;153.00;0.6260;0.00;0.00000;0.140;0.00000;0.00;36.80;100;1.7400;0.7995;0.7995
25904;303.00;11.00;80.00;110.00;130.00;0.0500;0.610;0.0700;0.2500;10.000;70.00;2.68;0.980;40.80;0.8500;89.400;1.600;0.5800;0.2000;0.1000;0.0280;0.02800;0.04200;59.80;446.00;0.100;0.320;0.250;0.0300;0.0390;0.1800;0.0320;1.3500;2.50;0.0000;30.00;30;0.07000;96.97;1.3612;15.50;0.00000;0.576;0.03394;0.00;40.80;100;0.9800;3.4993;3.4993
25905;277.00;7.00;6.26;15.00;21.00;0.0500;0.190;0.0300;0.1200;10.000;1.00;5.13;1.240;31.60;0.6400;90.900;0.760;0.3900;0.0700;0.0620;0.0078;0.00500;0.00500;10.50;261.00;0.000;0.190;3.280;0.0500;0.2400;0.1200;0.0440;0.0290;8.40;0.0000;2.12;30;0.01000;32.25;0.2483;0.00;0.00000;0.190;0.00000;0.00;31.60;100;1.2400;0.6986;0.6986
25906;277.00;7.00;12.00;192.00;18.60;0.0100;0.200;0.0100;0.0900;2.800;1.00;3.80;0.600;23.00;1.2000;92.000;0.470;0.2300;0.0200;0.0127;0.0026;0.00084;0.00088;0.00;400.00;0.000;0.120;2.350;0.0200;0.0100;0.0400;0.0100;0.0100;3.00;0.0000;1.00;30;0.00172;33.33;0.2874;0.00;0.00000;0.200;0.00000;0.00;23.00;100;0.6000;0.8744;0.8744
25907;280.00;5.60;16.00;94.00;16.00;0.0400;0.170;0.0200;0.1300;10.000;10.00;4.97;0.900;35.50;0.9000;90.800;1.140;0.6000;0.1700;0.1100;0.0560;0.00500;0.00500;10.50;120.00;0.000;0.280;10.100;0.0100;0.0300;0.1400;0.2400;0.0450;28.70;0.0000;4.73;30;0.01000;20.50;0.4073;0.00;0.00000;0.170;0.00000;0.00;35.50;100;0.9000;0.8361;0.8361
25908;326.00;7.93;17.00;30.50;7.96;0.0570;0.140;0.0690;0.1000;5.000;0.50;3.86;0.770;30.80;0.5600;93.500;1.000;0.4900;0.1800;0.0870;0.0120;0.00000;0.00000;1.00;119.00;0.000;0.030;3.200;0.0550;0.0450;0.0740;0.0200;0.0200;2.00;0.0000;5.00;30;0.00000;10.92;0.7868;1.40;0.00000;0.140;0.00049;0.00;30.80;100;0.7700;1.2614;1.2614
25909;430.00;2.00;1.00;15.00;1.00;0.0100;0.100;0.0000;0.0290;0.000;0.00;0.10;0.000;5.78;0.0000;98.100;0.400;0.2000;0.0500;0.0190;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.010;0.000;0.0600;0.0100;0.0200;0.0100;0.0500;12.00;0.0000;0.00;0;0.00000;0.00;0.1027;0.00;0.00000;0.100;0.00000;0.00;5.78;100;0.0000;0.4400;0.4400
25910;315.00;1.00;4.00;28.00;12.00;0.0980;0.270;0.0540;0.2500;10.000;10.00;4.93;1.500;40.40;1.3400;93.300;1.400;0.5500;0.2600;0.1200;0.0170;0.00000;0.00000;1.00;1.00;0.000;0.110;0.500;0.0130;0.0100;0.0000;0.0200;0.0000;6.00;0.0000;0.00;30;0.00000;1.08;0.5469;0.00;0.00000;0.270;0.00000;0.00;40.40;100;1.5000;1.3362;1.3362
25912;312.00;2.00;12.00;62.00;7.00;0.0180;0.090;0.0160;0.0600;10.000;8.40;4.09;0.910;48.20;0.5200;91.800;3.070;1.5800;0.9600;0.3100;0.0100;0.00000;0.00000;5.50;0.00;0.100;0.240;3.200;0.0060;0.0080;0.0720;0.0070;0.0000;1.00;0.0000;3.30;30;0.00000;5.50;0.3485;0.00;0.00000;0.090;0.00000;0.00;48.20;100;0.9100;0.7804;0.7804
25914;269.00;5.90;15.00;130.00;11.00;0.0400;0.140;0.0300;0.0800;10.000;10.00;6.52;2.990;39.70;0.7700;90.300;0.980;0.3600;0.2900;0.1500;0.0200;0.00500;0.00500;10.50;1680.00;0.600;0.690;10.100;0.0100;0.0560;0.2000;0.2400;0.0100;27.60;0.0000;2.90;30;0.01000;150.50;0.7171;0.00;0.00000;0.140;0.00000;0.00;39.70;100;2.7907;0.7811;0.7811
25916;300.00;12.50;34.50;106.00;33.30;0.1100;0.560;0.1100;0.1900;1.100;1.00;5.60;1.700;48.80;1.8000;89.400;2.000;0.6000;0.2900;0.1700;0.0250;0.00000;0.00000;0.00;885.00;0.000;0.670;1.250;0.0230;0.0340;0.2200;0.0710;0.0000;10.00;0.0000;1.50;30;0.00000;73.75;0.6576;0.00;0.00000;0.560;0.00000;0.00;48.80;100;1.7000;1.1400;1.1400
25917;256.00;14.00;24.00;132.00;19.00;0.1000;0.400;0.1000;0.1900;2.200;1.00;5.20;1.200;30.40;0.8000;88.200;0.350;0.1000;0.0600;0.0300;0.0043;0.00130;0.00130;0.00;900.00;0.000;0.200;7.000;0.0300;0.0340;0.1400;0.0700;0.0330;18.00;0.0000;1.00;30;0.00260;75.00;0.6776;0.00;0.00000;0.400;0.00000;0.00;30.40;100;1.2000;1.1400;1.1400
25922;821.00;11.50;53.40;76.10;16.90;0.0400;0.400;0.0600;0.5500;5.500;4.60;8.00;0.700;37.00;0.2000;88.900;1.000;0.2600;0.3980;0.2529;0.0511;0.01679;0.01749;2.80;1.90;0.070;0.260;2.100;0.0180;0.0340;0.1900;0.0800;0.3400;21.00;0.0000;23.20;30;0.03428;2.96;2.2788;6.15;0.00000;0.388;0.01249;0.00;37.00;100;0.7000;6.0820;6.0820
25945;257.00;5.80;17.00;130.00;15.00;0.0400;0.140;0.0300;0.1300;10.000;10.00;4.71;2.340;36.90;1.1300;91.800;1.430;0.8800;0.0540;0.0390;0.0140;0.00500;0.00500;10.50;2530.00;0.000;0.510;0.250;0.0180;0.0140;0.1300;0.0650;0.0360;9.35;0.0000;4.95;30;0.01000;221.33;0.2420;0.00;0.00000;0.140;0.00000;0.00;36.90;100;2.1450;0.6904;0.6904
25946;393.00;2.00;13.00;54.00;6.00;0.0100;0.200;0.0000;0.0400;0.000;1.00;0.38;0.380;5.90;0.0000;97.600;0.400;0.1000;0.0090;0.0061;0.0000;0.00000;0.00000;0.00;0.50;0.000;0.000;0.000;0.0000;0.0210;0.0200;0.0100;0.1000;2.00;0.0000;0.00;0;0.00000;0.04;0.8467;0.00;0.00000;0.200;0.00000;0.00;5.90;100;0.3800;0.2000;0.2000
25947;312.00;1.50;0.00;10.00;5.00;0.0100;0.050;0.0000;0.0100;0.000;0.00;0.50;0.180;5.58;0.0001;97.100;0.130;0.0830;0.0180;0.0062;0.0000;0.00000;0.00000;1.00;0.00;0.000;0.010;0.000;0.0050;0.0100;0.0200;0.0000;0.0550;1.00;0.0000;0.00;0;0.00000;1.00;0.2400;0.00;0.00000;0.050;0.00000;0.00;5.58;100;0.1800;0.6000;0.6000
25948;240.00;2.00;0.00;8.00;1.00;0.0100;0.100;0.0000;0.0290;0.000;0.00;0.65;0.190;5.38;0.0000;98.000;0.160;0.1400;0.0067;0.0067;0.0000;0.00000;0.00000;0.00;2.00;0.000;0.010;0.000;0.1100;0.0100;0.0200;0.0000;0.0000;1.00;0.0000;0.00;0;0.00000;0.17;0.1968;0.00;0.00000;0.100;0.00000;0.00;5.38;100;0.1900;0.3400;0.3400
26000;4210.00;43.70;231.00;355.00;189.00;0.1000;3.220;0.2500;2.9200;8.000;30.00;0.00;0.000;182.00;0.1300;55.100;8.450;2.9200;1.3300;0.3200;0.0500;0.39000;0.55000;5.00;0.00;1.700;1.160;0.250;0.0200;0.2500;0.6300;0.3700;20.9000;14.50;0.0000;75.50;0;0.94000;5.00;11.1787;100.00;0.00000;2.064;1.15598;0.00;182.00;100;0.0000;26.4000;26.4000
26003;83.00;29.50;220.00;365.00;23.40;0.0400;0.450;0.0500;0.6800;30.400;30.00;0.00;0.000;93.00;0.0000;78.000;1.890;0.2200;0.6600;0.0200;0.0044;0.07200;0.38000;10.50;0.00;1.250;0.710;0.500;0.0690;0.0800;0.3900;0.2600;2.1300;13.00;0.0000;63.90;0;0.45200;10.50;6.2483;100.00;0.00000;0.288;0.16155;0.00;93.00;100;0.0000;19.0000;19.0000
26004;1950.00;3.00;83.00;68.40;11.60;0.0500;0.400;0.0500;0.8000;8.000;60.00;1.00;0.000;111.00;0.0000;76.000;7.270;1.8600;3.3300;0.0740;0.0570;1.36000;1.77000;13.00;0.00;2.650;1.890;0.250;0.0200;0.0710;0.2800;0.0800;5.4500;25.00;0.0000;253.00;0;3.13000;13.00;2.4807;100.00;0.00000;0.256;0.14360;0.00;111.00;100;0.0000;10.4000;10.4000
26008;73.00;24.00;200.00;370.00;26.00;0.0100;0.100;0.0200;0.5000;34.300;260.00;0.00;0.000;88.90;0.0000;78.300;0.600;0.1100;0.2100;0.0063;0.0014;0.04900;0.09200;0.00;0.00;0.000;0.410;0.000;0.0400;0.1100;0.2500;0.4100;2.0000;9.00;0.0000;38.00;0;0.14100;0.00;8.1497;100.00;0.00000;0.064;0.03590;0.00;88.90;100;0.0000;20.9000;20.9000
26009;64.00;23.00;220.00;398.00;15.00;0.0100;0.500;0.2000;0.5000;28.300;12.60;0.00;0.000;99.10;0.0000;75.700;1.450;0.2300;0.6200;0.0210;0.0470;0.16000;0.28000;33.00;0.00;2.320;0.640;0.000;0.0400;0.0450;0.2800;0.4200;0.9600;12.00;0.0000;49.50;0;0.44000;33.00;8.1594;100.00;0.00000;0.321;0.17950;0.00;99.10;100;0.0000;21.5000;21.5000
26010;1030.00;7.20;70.50;56.50;53.50;0.0350;1.070;0.1100;0.5900;46.000;47.00;8.00;1.900;211.00;0.0000;67.000;13.800;2.5100;1.9200;0.3900;0.2300;0.57000;0.73000;27.30;0.00;13.200;1.480;0.000;0.0330;0.1300;0.0810;0.1900;5.1000;1.90;0.0000;44.70;0;1.30000;27.30;5.4618;68.00;0.00000;0.686;0.38413;0.00;211.00;100;1.8685;13.6536;13.6536
26012;83.00;29.50;220.00;365.00;23.40;0.0200;0.450;0.1400;0.7500;31.300;38.00;0.00;0.000;201.00;0.0000;64.600;12.100;3.5100;2.2500;0.0000;0.0000;1.05000;1.20000;10.50;0.00;1.250;0.710;0.500;0.0690;0.0800;0.3900;0.2600;2.1300;13.00;0.0000;57.00;0;2.25000;10.50;7.3883;100.00;0.00000;0.288;0.16155;0.00;201.00;100;0.0000;23.0000;23.0000
26013;1590.00;34.80;155.00;226.00;62.40;0.0500;1.000;0.0500;0.6000;28.000;40.00;0.00;0.000;166.00;0.0000;68.300;11.100;2.2300;4.1300;0.1200;0.0920;2.84000;1.06000;12.00;0.00;22.000;1.350;0.000;0.0200;0.2300;0.5500;0.3700;11.8000;10.00;0.0000;49.90;0;3.90000;12.00;6.5694;100.00;0.00000;0.641;0.35900;0.00;166.00;100;0.0000;16.5000;16.5000
